,Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate,PropertyType,TotalVacDays,Program,LocalGovtAuthority,Year
6458,4670,3,3 BR DETACHED HOUSE,14/12/2017,15/12/2017,2/01/2018,CRS,208,1,18,19.0,BUNDABERG,BUNDABERG,,,,,2018
6459,4740,4,4 BR DETACHED HOUSE,11/12/2017,3/01/2018,3/01/2018,CLH,203,23,0,23.0,MACKAY,MACKAY,,,,,2018
6460,4019,1,1 BR APARTMENT,28/11/2017,11/12/2017,10/01/2018,CBH,110,13,30,43.0,MORETON BAY,REDCLIFFE,,,,,2018
6461,4350,1,1 BR APARTMENT,18/12/2017,9/01/2018,9/01/2018,CBH,207,22,0,22.0,TOOWOOMBA,TOOWOOMBA SOUTH,,,,,2018
6462,4740,4,4 BR DETACHED HOUSE,11/12/2017,13/12/2017,10/01/2018,CRS,203,2,28,30.0,MACKAY,MACKAY,,,,,2018
6463,4122,1,1 BR APARTMENT,8/01/2018,9/01/2018,19/01/2018,CBH,107,1,10,11.0,BRISBANE,MANSFIELD,,,,,2018
6464,4220,1,1 BR APARTMENT,19/01/2018,19/01/2018,19/01/2018,CBH,204,0,0,0.0,GOLD COAST,BURLEIGH,,,,,2018
6465,4740,1,1 BR APARTMENT,19/12/2017,3/01/2018,11/01/2018,CBH,203,15,8,23.0,MACKAY,MACKAY,,,,,2018
6466,4812,1,1 BR APARTMENT,22/12/2017,15/01/2018,22/01/2018,CBH,201,24,7,31.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6467,4006,1,1 BR APARTMENT,1/12/2017,4/12/2017,29/01/2018,CBH,108,3,56,59.0,BRISBANE,MCCONNEL,,,,,2018
6468,4680,2,2 BR APARTMENT,1/11/2017,27/11/2017,30/01/2018,CLH,212,26,64,90.0,GLADSTONE,GLADSTONE,,,,,2018
6469,4812,1,1 BR APARTMENT,18/07/2017,1/09/2017,29/01/2018,CSO,201,45,150,195.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6470,4159,1,1 BR APARTMENT,12/01/2018,29/01/2018,29/01/2018,CBH,106,17,0,17.0,REDLAND,CAPALABA,,,,,2018
6471,4159,1,1 BR APARTMENT,23/11/2017,15/01/2018,15/01/2018,CBH,106,53,0,53.0,REDLAND,CAPALABA,,,,,2018
6472,4020,1,1 BR APARTMENT,13/12/2017,19/12/2017,31/01/2018,CLH,110,6,43,49.0,MORETON BAY,REDCLIFFE,,,,,2018
6473,4814,2,2 BR APARTMENT,1/12/2017,6/12/2017,29/01/2018,CLH,201,5,54,59.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6474,4735,3,3 BR DETACHED HOUSE,1/11/2017,14/12/2017,9/01/2018,CLT,211,43,26,69.0,WINTON,GREGORY,,,,,2018
6475,4670,1,1 BR APARTMENT,19/12/2017,2/01/2018,3/01/2018,CBH,208,14,1,15.0,BUNDABERG,BUNDABERG,,,,,2018
6476,4510,1,1 BR APARTMENT,19/12/2017,20/12/2017,31/01/2018,CBH,103,1,42,43.0,MORETON BAY,MORAYFIELD,,,,,2018
6477,4510,1,1 BR APARTMENT,8/11/2017,10/11/2017,9/01/2018,CBH,103,2,60,62.0,MORETON BAY,MORAYFIELD,,,,,2018
6478,4285,2,2 BR APARTMENT,11/12/2017,22/12/2017,9/01/2018,CAO,102,11,18,29.0,SCENIC RIM,SCENIC RIM,,,,,2018
6479,4814,1,1 BR APARTMENT,16/01/2018,29/01/2018,29/01/2018,CLH,201,13,0,13.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6480,4020,1,1 BR APARTMENT,10/10/2017,10/10/2017,5/01/2018,CSO,110,0,87,87.0,MORETON BAY,REDCLIFFE,,,,,2018
6481,4020,2,2 BR APARTMENT,5/12/2017,13/12/2017,31/01/2018,CSO,110,8,49,57.0,MORETON BAY,REDCLIFFE,,,,,2018
6482,4178,1,1 BR APARTMENT,6/12/2017,15/01/2018,15/01/2018,CLH,109,40,0,40.0,BRISBANE,LYTTON,,,,,2018
6483,4868,1,1 BR APARTMENT,5/01/2018,8/01/2018,11/01/2018,CSO,202,3,3,6.0,CAIRNS,MULGRAVE,,,,,2018
6484,4006,1,1 BR APARTMENT,27/11/2017,28/11/2017,8/01/2018,CBH,108,1,41,42.0,BRISBANE,MCCONNEL,,,,,2018
6485,4802,1,1 BR APARTMENT,3/01/2018,17/01/2018,30/01/2018,CAH,203,14,13,27.0,WHITSUNDAY,WHITSUNDAY,,,,,2018
6486,4105,1,1 BR APARTMENT,9/01/2018,12/01/2018,19/01/2018,CBH,107,3,7,10.0,BRISBANE,TOOHEY,,,,,2018
6487,4105,1,1 BR APARTMENT,11/01/2018,12/01/2018,22/01/2018,CBH,107,1,10,11.0,BRISBANE,TOOHEY,,,,,2018
6488,4215,2,2 BR APARTMENT,7/12/2017,18/01/2018,18/01/2018,CRS,204,42,0,42.0,GOLD COAST,SOUTHPORT,,,,,2018
6489,4465,5,5 BR DETACHED HOUSE,1/11/2017,11/12/2017,19/01/2018,CLH,207,40,39,79.0,MARANOA,WARREGO,,,,,2018
6490,4870,2,2 BR ATTACHED HOUSING,11/12/2017,13/12/2017,3/01/2018,CLH,202,2,21,23.0,CAIRNS,CAIRNS,,,,,2018
6491,4870,2,2 BR ATTACHED HOUSING,7/11/2017,8/11/2017,3/01/2018,CLH,202,1,56,57.0,CAIRNS,CAIRNS,,,,,2018
6492,4812,1,1 BR APARTMENT,20/12/2017,5/01/2018,5/01/2018,CBH,201,16,0,16.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6493,4455,2,2 BR DUPLEX,1/11/2017,14/12/2017,12/01/2018,CLT,207,43,29,72.0,MARANOA,WARREGO,,,,,2018
6494,4814,5,5 BR CLUSTER HOUSING,2/01/2018,5/01/2018,18/01/2018,CLT,201,3,13,16.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6495,4812,1,1 BR APARTMENT,2/01/2018,5/01/2018,16/01/2018,CLH,201,3,11,14.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6496,4510,1,1 BR APARTMENT,8/12/2017,16/01/2018,16/01/2018,CBH,103,39,0,39.0,MORETON BAY,MORAYFIELD,,,,,2018
6497,4207,2,2 BR APARTMENT,4/12/2017,5/01/2018,5/01/2018,CAO,101,32,0,32.0,LOGAN,MACALISTER,,,,,2018
6498,4810,2,2 BR APARTMENT,11/01/2018,15/01/2018,25/01/2018,CLH,201,4,10,14.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6499,4810,2,2 BR APARTMENT,20/12/2017,4/01/2018,9/01/2018,CLH,201,15,5,20.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6500,4102,1,1 BR APARTMENT,5/01/2018,25/01/2018,25/01/2018,CLH,107,20,0,20.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6501,4102,1,1 BR APARTMENT,3/01/2018,5/01/2018,18/01/2018,CLH,107,2,13,15.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6502,4102,1,1 BR APARTMENT,2/01/2018,5/01/2018,16/01/2018,CLH,107,3,11,14.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6503,4102,1,1 BR APARTMENT,22/01/2018,22/01/2018,22/01/2018,CLH,107,0,0,0.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6504,4519,2,2 BR APARTMENT,4/12/2017,5/12/2017,3/01/2018,CLH,205,1,29,30.0,SUNSHINE COAST,CALOUNDRA,,,,,2018
6505,4215,1,1 BR APARTMENT,22/01/2018,22/01/2018,22/01/2018,CLH,204,0,0,0.0,GOLD COAST,BONNEY,,,,,2018
6506,4053,1,1 BR APARTMENT,24/01/2018,24/01/2018,30/01/2018,CLH,105,0,6,6.0,BRISBANE,STAFFORD,,,,,2018
6507,4300,2,2 BR APARTMENT,28/11/2017,19/12/2017,9/01/2018,CLH,102,21,21,42.0,IPSWICH,BUNDAMBA,,,,,2018
6508,4159,2,2 BR APARTMENT,19/01/2018,24/01/2018,24/01/2018,CLH,106,5,0,5.0,REDLAND,CAPALABA,,,,,2018
6509,4820,1,1 BR APARTMENT,4/12/2017,8/12/2017,23/01/2018,CLH,201,4,46,50.0,CHARTERS TOWERS,TRAEGER,,,,,2018
6510,4655,1,1 BR APARTMENT,23/01/2018,30/01/2018,30/01/2018,CLH,213,7,0,7.0,FRASER COAST,HERVEY BAY,,,,,2018
6511,4655,1,1 BR APARTMENT,13/12/2017,15/01/2018,16/01/2018,CLH,213,33,1,34.0,FRASER COAST,HERVEY BAY,,,,,2018
6512,4209,2,2 BR APARTMENT,9/11/2017,16/01/2018,16/01/2018,CLH,204,68,0,68.0,GOLD COAST,COOMERA,,,,,2018
6513,4670,2,2 BR APARTMENT,12/01/2018,15/01/2018,15/01/2018,CLH,208,3,0,3.0,BUNDABERG,BUNDABERG,,,,,2018
6514,4305,2,2 BR APARTMENT,24/01/2018,24/01/2018,24/01/2018,CLH,102,0,0,0.0,IPSWICH,IPSWICH WEST,,,,,2018
6515,4810,1,1 BR APARTMENT,19/12/2017,8/01/2018,8/01/2018,CLH,201,20,0,20.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6516,4133,2,2 BR APARTMENT,14/12/2017,16/01/2018,16/01/2018,CAO,101,33,0,33.0,LOGAN,WATERFORD,,,,,2018
6517,4800,1,1 BR APARTMENT,17/01/2018,24/01/2018,31/01/2018,CLH,203,7,7,14.0,WHITSUNDAY,WHITSUNDAY,,,,,2018
6518,4800,1,1 BR APARTMENT,15/12/2017,2/01/2018,16/01/2018,CLH,203,18,14,32.0,WHITSUNDAY,WHITSUNDAY,,,,,2018
6519,4740,1,1 BR APARTMENT,2/01/2018,15/01/2018,17/01/2018,CLH,203,13,2,15.0,MACKAY,MACKAY,,,,,2018
6520,4740,1,1 BR APARTMENT,5/01/2018,18/01/2018,18/01/2018,CLH,203,13,0,13.0,MACKAY,MACKAY,,,,,2018
6521,4301,2,2 BR APARTMENT,7/12/2017,19/12/2017,31/01/2018,CLH,102,12,43,55.0,IPSWICH,BUNDAMBA,,,,,2018
6522,4215,1,1 BR APARTMENT,19/12/2017,19/12/2017,18/01/2018,CRH,204,0,30,30.0,GOLD COAST,BONNEY,,,,,2018
6523,4510,2,2 BR APARTMENT,12/12/2017,22/12/2017,16/01/2018,CRH,103,10,25,35.0,MORETON BAY,MORAYFIELD,,,,,2018
6524,4152,2,2 BR APARTMENT,17/01/2018,17/01/2018,17/01/2018,CRH,107,0,0,0.0,BRISBANE,GREENSLOPES,,,,,2018
6525,4152,2,2 BR APARTMENT,17/01/2018,25/01/2018,25/01/2018,CRH,107,8,0,8.0,BRISBANE,GREENSLOPES,,,,,2018
6526,4570,1,1 BR APARTMENT,4/12/2017,11/12/2017,18/01/2018,CRH,205,7,38,45.0,GYMPIE,GYMPIE,,,,,2018
6527,4570,1,1 BR APARTMENT,10/01/2018,22/01/2018,23/01/2018,CRH,205,12,1,13.0,GYMPIE,GYMPIE,,,,,2018
6528,4350,2,2 BR APARTMENT,18/12/2017,2/01/2018,11/01/2018,CRH,207,15,9,24.0,TOOWOOMBA,TOOWOOMBA NORTH,,,,,2018
6529,4350,3,3 BR DETACHED HOUSE,5/01/2018,5/01/2018,19/01/2018,CRH,207,0,14,14.0,TOOWOOMBA,TOOWOOMBA NORTH,,,,,2018
6530,4883,2,2 BR DUPLEX,23/01/2018,24/01/2018,25/01/2018,CRH,202,1,1,2.0,TABLELANDS,DALRYMPLE,,,,,2018
6531,4883,2,2 BR APARTMENT,19/12/2017,20/12/2017,11/01/2018,CRH,202,1,22,23.0,TABLELANDS,HILL,,,,,2018
6532,4880,2,2 BR DUPLEX,5/01/2018,8/01/2018,22/01/2018,CRH,202,3,14,17.0,MAREEBA,COOK,,,,,2018
6533,4880,3,3 BR DETACHED HOUSE,13/12/2017,14/12/2017,22/01/2018,CRH,202,1,39,40.0,MAREEBA,COOK,,,,,2018
6534,4655,2,2 BR DUPLEX,13/12/2017,12/01/2018,12/01/2018,CRH,213,30,0,30.0,FRASER COAST,HERVEY BAY,,,,,2018
6535,4159,3,3 BR DETACHED HOUSE,18/01/2018,29/01/2018,29/01/2018,CRH,106,11,0,11.0,REDLAND,OODGEROO,,,,,2018
6536,4178,2,2 BR ATTACHED HOUSING,30/11/2017,15/01/2018,15/01/2018,CRH,109,46,0,46.0,BRISBANE,LYTTON,,,,,2018
6537,4178,1,1 BR APARTMENT,20/12/2017,24/01/2018,24/01/2018,CRH,109,35,0,35.0,BRISBANE,LYTTON,,,,,2018
6538,4215,2,2 BR DUPLEX,7/12/2017,8/12/2017,11/01/2018,CRH,204,1,34,35.0,GOLD COAST,SOUTHPORT,,,,,2018
6539,4017,2,2 BR DETACHED HOUSE,24/01/2018,24/01/2018,24/01/2018,CRH,105,0,0,0.0,BRISBANE,SANDGATE,,,,,2018
6540,4018,3,3 BR DETACHED HOUSE,5/01/2018,5/01/2018,24/01/2018,CRH,105,0,19,19.0,BRISBANE,SANDGATE,,,,,2018
6541,4502,1,1 BR APARTMENT,19/12/2017,9/01/2018,9/01/2018,CRH,103,21,0,21.0,MORETON BAY,KURWONGBAH,,,,,2018
6542,4730,2,2 BR APARTMENT,29/11/2017,29/11/2017,9/01/2018,CRH,211,0,41,41.0,LONGREACH,GREGORY,,,,,2018
6543,4505,2,2 BR DUPLEX,2/01/2018,5/01/2018,10/01/2018,CRH,103,3,5,8.0,MORETON BAY,KURWONGBAH,,,,,2018
6544,4870,1,1 BR APARTMENT,21/12/2017,3/01/2018,22/01/2018,CBH,202,13,19,32.0,CAIRNS,CAIRNS,,,,,2018
6545,4350,1,1 BR APARTMENT,18/01/2018,18/01/2018,30/01/2018,CLH,207,0,12,12.0,TOOWOOMBA,TOOWOOMBA NORTH,,,,,2018
6546,4800,4,4 BR DETACHED HOUSE,14/12/2017,2/01/2018,25/01/2018,CLH,203,19,23,42.0,WHITSUNDAY,WHITSUNDAY,,,,,2018
6547,4127,3,3 BR DETACHED HOUSE,22/11/2017,16/01/2018,16/01/2018,CRH,101,55,0,55.0,LOGAN,SPRINGWOOD,,,,,2018
6548,4825,2,2 BR APARTMENT,12/12/2017,12/12/2017,31/01/2018,CRH,209,0,50,50.0,MOUNT ISA,TRAEGER,,,,,2018
6549,4670,2,2 BR ATTACHED HOUSING,2/01/2018,11/01/2018,11/01/2018,CRH,208,9,0,9.0,BUNDABERG,BUNDABERG,,,,,2018
6550,4350,2,2 BR ATTACHED HOUSING,15/12/2017,31/01/2018,31/01/2018,CLT,207,47,0,47.0,TOOWOOMBA,TOOWOOMBA SOUTH,,,,,2018
6551,4350,4,4 BR DETACHED HOUSE,4/01/2018,4/01/2018,19/01/2018,CRH,207,0,15,15.0,TOOWOOMBA,TOOWOOMBA SOUTH,,,,,2018
6552,4032,4,4 BR DETACHED HOUSE,9/10/2017,9/10/2017,3/01/2018,CRH,105,0,86,86.0,BRISBANE,STAFFORD,,,,,2018
6553,4053,2,2 BR APARTMENT,19/12/2017,19/01/2018,19/01/2018,CLT,108,31,0,31.0,BRISBANE,FERNY GROVE,,,,,2018
6554,4507,2,2 BR SENIOR UNIT,10/01/2018,23/01/2018,30/01/2018,CLT,103,13,7,20.0,MORETON BAY,PUMICESTONE,,,,,2018
6555,4032,1,1 BR APARTMENT,29/01/2018,29/01/2018,29/01/2018,CAH,105,0,0,0.0,BRISBANE,STAFFORD,,,,,2018
6556,4560,1,1 BR APARTMENT,23/11/2017,17/01/2018,18/01/2018,CLT,205,55,1,56.0,SUNSHINE COAST,NICKLIN,,,,,2018
6557,4560,2,2 BR APARTMENT,22/09/2017,22/09/2017,25/01/2018,CLT,205,0,125,125.0,SUNSHINE COAST,NICKLIN,,,,,2018
6558,4860,3,3 BR DETACHED HOUSE,1/12/2017,20/12/2017,5/01/2018,CRH,202,19,16,35.0,CASSOWARY COAST,HILL,,,,,2018
6559,4510,3,3 BR DETACHED HOUSE,14/11/2017,6/12/2017,9/01/2018,CRH,103,22,34,56.0,MORETON BAY,MORAYFIELD,,,,,2018
6560,4012,3,3 BR ATTACHED HOUSING,26/10/2017,26/10/2017,2/01/2018,CRH,105,0,68,68.0,BRISBANE,NUDGEE,,,,,2018
6561,4814,3,3 BR DETACHED HOUSE,5/01/2018,9/01/2018,18/01/2018,CRH,201,4,9,13.0,TOWNSVILLE,THURINGOWA,,,,,2018
6562,4557,2,2 BR APARTMENT,11/12/2017,3/01/2018,3/01/2018,CRH,205,23,0,23.0,SUNSHINE COAST,BUDERIM,,,,,2018
6563,4670,3,3 BR DETACHED HOUSE,4/01/2018,10/01/2018,10/01/2018,CRH,208,6,0,6.0,BUNDABERG,BUNDABERG,,,,,2018
6564,4157,2,2 BR DUPLEX,15/01/2018,18/01/2018,18/01/2018,CRH,106,3,0,3.0,REDLAND,CAPALABA,,,,,2018
6565,4810,1,1 BR APARTMENT,14/12/2017,9/01/2018,9/01/2018,CRH,201,26,0,26.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6566,4810,1,1 BR APARTMENT,12/01/2018,16/01/2018,30/01/2018,CRH,201,4,14,18.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6567,4120,2,2 BR APARTMENT,1/09/2017,4/01/2018,4/01/2018,CRH,107,125,0,125.0,BRISBANE,GREENSLOPES,,,,,2018
6568,4570,3,3 BR DETACHED HOUSE,20/11/2017,4/12/2017,18/01/2018,CRH,205,14,45,59.0,GYMPIE,GYMPIE,,,,,2018
6569,4869,3,3 BR DETACHED HOUSE,5/01/2018,8/01/2018,22/01/2018,CRH,202,3,14,17.0,CAIRNS,MULGRAVE,,,,,2018
6570,4350,4,4 BR DETACHED HOUSE,4/01/2018,19/01/2018,19/01/2018,CRH,207,15,0,15.0,TOOWOOMBA,TOOWOOMBA SOUTH,,,,,2018
6571,4350,1,1 BR APARTMENT,18/12/2017,25/01/2018,25/01/2018,CRH,207,38,0,38.0,TOOWOOMBA,TOOWOOMBA SOUTH,,,,,2018
6572,4700,2,2 BR DETACHED HOUSE,27/10/2017,2/11/2017,8/01/2018,CRH,206,6,67,73.0,ROCKHAMPTON,ROCKHAMPTON,,,,,2018
6573,4127,3,3 BR DETACHED HOUSE,21/12/2017,16/01/2018,16/01/2018,CRH,101,26,0,26.0,LOGAN,WATERFORD,,,,,2018
6574,4868,2,2 BR APARTMENT,20/11/2017,21/11/2017,4/01/2018,CRH,202,1,44,45.0,CAIRNS,MULGRAVE,,,,,2018
6575,4570,4,4 BR DETACHED HOUSE,23/11/2017,18/01/2018,19/01/2018,CRH,205,56,1,57.0,GYMPIE,GYMPIE,,,,,2018
6576,4215,2,2 BR APARTMENT,7/12/2017,8/12/2017,18/01/2018,CRH,204,1,41,42.0,GOLD COAST,SOUTHPORT,,,,,2018
6577,4560,3,3 BR DETACHED HOUSE,16/01/2018,18/01/2018,18/01/2018,CRH,205,2,0,2.0,SUNSHINE COAST,NICKLIN,,,,,2018
6578,4109,4,4 BR DETACHED HOUSE,14/12/2017,19/12/2017,18/01/2018,CRH,107,5,30,35.0,BRISBANE,TOOHEY,,,,,2018
6579,4510,3,3 BR ATTACHED HOUSING,28/11/2017,5/12/2017,23/01/2018,CRH,103,7,49,56.0,MORETON BAY,MORAYFIELD,,,,,2018
6580,4217,1,1 BR APARTMENT,7/12/2017,25/01/2018,25/01/2018,CRH,204,49,0,49.0,GOLD COAST,SURFERS PARADISE,,,,,2018
6581,4109,3,3 BR DETACHED HOUSE,5/01/2018,22/01/2018,22/01/2018,CRH,107,17,0,17.0,BRISBANE,TOOHEY,,,,,2018
6582,4032,2,2 BR DETACHED HOUSE,20/12/2017,20/12/2017,3/01/2018,CRH,105,0,14,14.0,BRISBANE,STAFFORD,,,,,2018
6583,4558,2,2 BR CLUSTER HOUSING,20/12/2017,19/01/2018,23/01/2018,CRH,205,30,4,34.0,SUNSHINE COAST,MAROOCHYDORE,,,,,2018
6584,4558,2,2 BR APARTMENT,16/01/2018,18/01/2018,30/01/2018,CRH,205,2,12,14.0,SUNSHINE COAST,MAROOCHYDORE,,,,,2018
6585,4551,3,3 BR DETACHED HOUSE,3/01/2018,3/01/2018,17/01/2018,CRH,205,0,14,14.0,SUNSHINE COAST,CALOUNDRA,,,,,2018
6586,4551,3,3 BR DETACHED HOUSE,11/12/2017,31/01/2018,31/01/2018,CRH,205,51,0,51.0,SUNSHINE COAST,KAWANA,,,,,2018
6587,4034,2,2 BR APARTMENT,5/01/2018,5/01/2018,24/01/2018,CRH,105,0,19,19.0,BRISBANE,NUDGEE,,,,,2018
6588,4825,1,1 BR APARTMENT,22/11/2017,22/11/2017,31/01/2018,CRH,209,0,70,70.0,MOUNT ISA,TRAEGER,,,,,2018
6589,4817,4,4 BR DETACHED HOUSE,3/01/2018,10/01/2018,18/01/2018,CRH,201,7,8,15.0,TOWNSVILLE,THURINGOWA,,,,,2018
6590,4217,1,1 BR APARTMENT,21/11/2017,8/12/2017,18/01/2018,CRH,204,17,41,58.0,GOLD COAST,SURFERS PARADISE,,,,,2018
6591,4503,3,3 BR DETACHED HOUSE,19/12/2017,19/12/2017,23/01/2018,CRH,103,0,35,35.0,MORETON BAY,MURRUMBA,,,,,2018
6592,4655,4,4 BR DETACHED HOUSE,19/12/2017,20/12/2017,4/01/2018,CRH,213,1,15,16.0,FRASER COAST,MARYBOROUGH,,,,,2018
6593,4868,2,2 BR ATTACHED HOUSING,15/01/2018,15/01/2018,25/01/2018,CRH,202,0,10,10.0,CAIRNS,MULGRAVE,,,,,2018
6594,4868,2,2 BR DUPLEX,21/11/2017,27/11/2017,4/01/2018,CRH,202,6,38,44.0,CAIRNS,MULGRAVE,,,,,2018
6595,4868,2,2 BR DUPLEX,21/11/2017,27/11/2017,4/01/2018,CRH,202,6,38,44.0,CAIRNS,MULGRAVE,,,,,2018
6596,4020,4,4 BR DETACHED HOUSE,1/12/2017,5/12/2017,30/01/2018,CRH,110,4,56,60.0,MORETON BAY,REDCLIFFE,,,,,2018
6597,4506,4,4 BR DETACHED HOUSE,22/12/2017,16/01/2018,16/01/2018,CRH,103,25,0,25.0,MORETON BAY,MORAYFIELD,,,,,2018
6598,4812,4,4 BR DETACHED HOUSE,12/01/2018,23/01/2018,25/01/2018,CRH,201,11,2,13.0,TOWNSVILLE,MUNDINGBURRA,,,,,2018
6599,4034,3,3 BR DETACHED HOUSE,12/01/2018,24/01/2018,29/01/2018,CRH,105,12,5,17.0,BRISBANE,NUDGEE,,,,,2018
6600,4178,3,3 BR ATTACHED HOUSING,15/01/2018,29/01/2018,29/01/2018,CRH,109,14,0,14.0,BRISBANE,LYTTON,,,,,2018
6601,4216,1,1 BR APARTMENT,16/01/2018,18/01/2018,18/01/2018,CRH,204,2,0,2.0,GOLD COAST,BROADWATER,,,,,2018
6602,4508,3,3 BR DETACHED HOUSE,23/01/2018,31/01/2018,31/01/2018,CRH,103,8,0,8.0,MORETON BAY,BANCROFT,,,,,2018
6603,4032,3,3 BR DETACHED HOUSE,24/01/2017,24/01/2017,16/02/2018,CRS,105,0,388,388.0,BRISBANE,STAFFORD,,,,,2018
6604,4108,2,2 BR APARTMENT,1/02/2018,6/02/2018,6/02/2018,CLH,107,5,0,5.0,BRISBANE,TOOHEY,,,,,2018
6605,4108,2,2 BR APARTMENT,16/01/2018,17/01/2018,8/02/2018,CLH,107,1,22,23.0,BRISBANE,TOOHEY,,,,,2018
6606,4034,2,2 BR DETACHED HOUSE,1/11/2017,14/12/2017,16/02/2018,STC,105,43,64,107.0,BRISBANE,ASPLEY,,,,,2018
6607,4005,1,1 BR APARTMENT,5/02/2018,15/02/2018,15/02/2018,CBH,108,10,0,10.0,BRISBANE,MCCONNEL,,,,,2018
6608,4005,1,1 BR APARTMENT,8/11/2017,30/11/2017,5/02/2018,CBH,108,22,67,89.0,BRISBANE,MCCONNEL,,,,,2018
6609,4169,1,1 BR APARTMENT,12/01/2018,1/02/2018,2/02/2018,CBH,108,20,1,21.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6610,4169,1,1 BR APARTMENT,8/01/2018,2/02/2018,2/02/2018,CBH,108,25,0,25.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6611,4169,1,1 BR APARTMENT,29/01/2018,15/02/2018,21/02/2018,CBH,108,17,6,23.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6612,4101,1,1 BR APARTMENT,30/01/2018,15/02/2018,15/02/2018,CBH,108,16,0,16.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6613,4101,1,1 BR APARTMENT,19/01/2018,2/02/2018,2/02/2018,CBH,108,14,0,14.0,BRISBANE,SOUTH BRISBANE,,,,,2018
6614,4006,1,1 BR APARTMENT,19/01/2018,26/02/2018,26/02/2018,CBH,108,38,0,38.0,BRISBANE,MCCONNEL,,,,,2018
6615,4006,1,1 BR APARTMENT,12/01/2018,2/02/2018,2/02/2018,CBH,108,21,0,21.0,BRISBANE,MCCONNEL,,,,,2018
6616,4670,3,3 BR DETACHED HOUSE,12/02/2018,13/02/2018,15/02/2018,CLT,208,1,2,3.0,BUNDABERG,BUNDABERG,,,,,2018
6617,4157,2,2 BR ATTACHED HOUSING,16/11/2017,29/11/2017,1/02/2018,STC,106,13,64,77.0,REDLAND,CAPALABA,,,,,2018
6618,4870,1,1 BR APARTMENT,15/01/2018,16/01/2018,6/02/2018,CBH,202,1,21,22.0,CAIRNS,CAIRNS,,,,,2018
6619,4870,1,1 BR APARTMENT,12/02/2018,13/02/2018,16/02/2018,CBH,202,1,3,4.0,CAIRNS,CAIRNS,,,,,2018
6620,4720,3,3 BR DETACHED HOUSE,5/01/2018,25/01/2018,1/02/2018,CLH,211,20,7,27.0,CENTRAL HIGHLANDS,GREGORY,,,,,2018
6621,4680,3,3 BR DETACHED HOUSE,15/12/2017,5/01/2018,19/02/2018,CRS,212,21,45,66.0,GLADSTONE,GLADSTONE,,,,,2018
6622,4680,3,3 BR ATTACHED HOUSING,1/11/2017,14/12/2017,19/02/2018,CLH,212,43,67,110.0,GLADSTONE,GLADSTONE,,,,,2018
6623,4305,3,3 BR DETACHED HOUSE,22/01/2018,7/02/2018,21/02/2018,CRS,102,16,14,30.0,IPSWICH,IPSWICH WEST,,,,,2018
6624,4220,2,2 BR APARTMENT,26/02/2018,26/02/2018,26/02/2018,CBH,204,0,0,0.0,GOLD COAST,MERMAID BEACH,,,,,2018
6625,4220,3,3 BR APARTMENT,26/02/2018,26/02/2018,26/02/2018,CBH,204,0,0,0.0,GOLD COAST,MERMAID BEACH,,,,,2018
6626,4455,4,4 BR DETACHED HOUSE,21/12/2017,23/02/2018,23/02/2018,CLH,207,64,0,64.0,MARANOA,WARREGO,,,,,2018
6627,4455,3,3 BR DETACHED HOUSE,1/02/2018,12/02/2018,12/02/2018,CLH,207,11,0,11.0,MARANOA,WARREGO,,,,,2018
6628,4701,3,3 BR DETACHED HOUSE,4/01/2018,6/02/2018,6/02/2018,CLH,206,33,0,33.0,ROCKHAMPTON,ROCKHAMPTON,,,,,2018
6629,4812,1,1 BR APARTMENT,11/02/2018,19/02/2018,23/02/2018,CRS,201,8,4,12.0,TOWNSVILLE,TOWNSVILLE,,,,,2018
6630,4880,1,1 BR SENIOR UNIT,3/01/2018,4/01/2018,28/02/2018,CLT,202,1,55,56.0,MAREEBA,COOK,,,,,2018
6631,4820,3,3 BR DETACHED HOUSE,20/12/2017,6/02/2018,6/02/2018,CLT,201,48,0,48.0,CHARTERS TOWERS,TRAEGER,,,,,2018
6632,4343,2,2 BR ATTACHED HOUSING,27/11/2017,19/01/2018,7/02/2018,CLT,102,53,19,72.0,LOCKYER VALLEY,LOCKYER,,,,,2018
